昵称,点赞数,IP属地,评论
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
杭州恒荣,2,浙江,鬼话说多了自己都信了
自在火山,12,湖南,狗头军师一枚[捂脸]美国人挖的坑一定要跳进去？
积极的无名人,1,江西,看到支持乌克兰的评论获得这么多的点赞，我真的非常非常高兴！！
自在面条S4r,2,北京,无知的人才能写出这样的文章。
深见月,2,辽宁,美国拱火俄乌战争？[捂脸]俄罗斯听美国的嘛？
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
自在火山,12,湖南,狗头军师一枚[捂脸]美国人挖的坑一定要跳进去？
积极的无名人,1,江西,看到支持乌克兰的评论获得这么多的点赞，我真的非常非常高兴！！
自在面条S4r,2,北京,无知的人才能写出这样的文章。
深见月,2,辽宁,美国拱火俄乌战争？[捂脸]俄罗斯听美国的嘛？
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
积极的无名人,1,江西,看到支持乌克兰的评论获得这么多的点赞，我真的非常非常高兴！！
自在面条S4r,2,北京,无知的人才能写出这样的文章。
深见月,2,辽宁,美国拱火俄乌战争？[捂脸]俄罗斯听美国的嘛？
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
自在面条S4r,2,北京,无知的人才能写出这样的文章。
深见月,2,辽宁,美国拱火俄乌战争？[捂脸]俄罗斯听美国的嘛？
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
深见月,2,辽宁,美国拱火俄乌战争？[捂脸]俄罗斯听美国的嘛？
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
零点4850,5,广东,呵呵
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
英明果断明镜Dt,2,福建,人们有思想
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
鲁牛牛5,2,四川,我的天[流泪][流泪][流泪]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
饕餮海deyu,2,甘肃,好评论！[赞]
亚细亚之缘,8,江苏,这是摊牌了吗？向美利坚合众国宣战
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
饕餮海deyu,2,甘肃,好评论！[赞]
神秘柑桔QL,1,重庆,谁先出兵打乌克兰？没有事非之分？悲哀悲哀？
罗纳尔多夫司机,3,湖北,俄罗斯只打赌过一个国家
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
饕餮海deyu,2,甘肃,好评论！[赞]
神秘柑桔QL,1,重庆,谁先出兵打乌克兰？没有事非之分？悲哀悲哀？
81011838,2,山东,无语
疯狂的农民80,2,湖南,什么时候盲人也会上网写文章了
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
饕餮海deyu,2,甘肃,好评论！[赞]
神秘柑桔QL,1,重庆,谁先出兵打乌克兰？没有事非之分？悲哀悲哀？
81011838,2,山东,无语
aaLIEz,9,安徽,[呲牙][呲牙][呲牙][呲牙][呲牙]
风之语A99102,2,重庆,[捂脸]
零点地铁123456,2,江苏,卧槽
端庄优雅云朵XLu,3,四川,有点假
有趣的山丘7l,2,广西,俄罗斯的国际问题观察员
隐士陶渊明世人,4,江西,呵呵
高贵远山EiY,1,甘肃,就问一句，乌克兰是不是一个主权国家？？？
Magic_晓峰,2,北京,确定是漂亮国吗
罪刑擅断,11,河北,等俄罗斯明显占上风再说好吗？现在少哔哔是最好的！
认真的宇宙x5,2,贵州,好 你说晚上能看到太阳我都信
乖巧熊猫of,2,广东,干的啥蠢事啊[捂脸][捂脸]
二大爷卖姜,2,河南,不是俄罗斯在打乌克兰吗？得有1％的责任吧
完美世界BAI,6,广东,握草
执着的星球GG,2,山东,懒得评论了
真名都被占用,2,山东,国际问题观察员 章思远：本月任务终于完成了，交卷。下个月继续！
热心爱好和平,3,安徽,小蝌蚪找妈妈嘛！不可思议！
饕餮海deyu,2,甘肃,好评论！[赞]
神秘柑桔QL,1,重庆,谁先出兵打乌克兰？没有事非之分？悲哀悲哀？
81011838,2,山东,无语
aaLIEz,9,安徽,[呲牙][呲牙][呲牙][呲牙][呲牙]
